timestamps,TP9,AF7,AF8,TP10,Right AUX
1593356214.814,-115.723,-5.859,-7.324,-119.629,0.000
1593356214.818,-142.090,-4.395,-11.230,-147.461,0.000
1593356214.822,-49.805,-6.836,-11.719,-76.172,0.000
1593356214.826,26.367,-9.277,-18.555,-8.789,0.000
1593356214.830,-19.043,-14.648,-20.996,-37.109,0.000
1593356214.834,-111.816,-11.230,-3.906,-112.305,0.000
1593356214.838,-147.461,-8.789,0.488,-134.277,0.000
1593356214.842,-70.801,-13.184,-4.883,-58.105,0.000
1593356214.846,-0.977,-17.578,-11.719,-7.324,0.000
1593356214.850,-16.602,-18.555,-11.230,-22.461,0.000
1593356214.854,-105.957,-14.648,-5.371,-83.496,0.000
1593356214.857,-151.855,-11.719,-3.906,-127.930,0.000
1593356214.861,-82.031,-13.672,-6.348,-74.219,0.000
1593356214.865,-7.812,-21.973,-17.090,-6.348,0.000
1593356214.869,-7.324,-14.160,-13.184,-8.301,0.000
1593356214.873,-92.285,-13.184,-2.441,-74.219,0.000
1593356214.877,-141.113,-15.625,-2.930,-123.047,0.000
1593356214.881,-85.938,-10.254,-9.766,-93.750,0.000
1593356214.885,-15.137,-15.137,-20.020,-35.156,0.000
1593356214.889,-6.836,-13.184,-19.531,-17.090,0.000
1593356214.893,-102.051,-11.230,-14.160,-90.820,0.000
1593356214.896,-154.297,-9.766,-4.395,-132.812,0.000
1593356214.900,-101.074,-9.766,-10.254,-96.680,0.000
1593356214.904,-17.578,-10.742,-20.996,-41.504,0.000
1593356214.908,16.113,-8.301,-10.742,-6.348,0.000
1593356214.912,-64.941,-2.930,1.953,-55.664,0.000
1593356214.916,-125.488,0.977,11.719,-102.051,0.000
1593356214.920,-91.309,-3.418,0.488,-82.520,0.000
1593356214.924,-11.230,-13.672,-19.531,-26.855,0.000
1593356214.928,16.602,-16.113,-17.578,1.953,0.000
1593356214.932,-53.711,-12.695,-4.883,-53.711,0.000
1593356214.936,-127.930,-11.719,-2.930,-126.465,0.000
1593356214.939,-127.441,-11.230,-12.695,-140.137,0.000
1593356214.943,-38.574,-13.184,-21.484,-70.312,0.000
1593356214.947,13.184,-10.254,-14.160,-28.809,0.000
1593356214.951,-37.598,1.465,2.930,-70.312,0.000
1593356214.955,-123.535,2.441,1.465,-130.859,0.000
1593356214.959,-141.113,-3.906,-10.254,-145.996,0.000
1593356214.963,-60.059,-6.348,-20.020,-82.031,0.000
1593356214.967,-0.977,-9.277,-18.555,-20.020,0.000
1593356214.971,-45.898,-6.836,-7.324,-44.922,0.000
1593356214.975,-136.719,-5.859,-4.395,-122.559,0.000
1593356214.979,-169.922,-19.531,-20.020,-168.945,0.000
1593356214.982,-83.496,-21.484,-27.832,-110.840,0.000
1593356214.986,-8.789,-16.113,-28.320,-51.758,0.000
1593356214.990,-34.180,-11.719,-19.531,-60.547,0.000
1593356214.994,-119.629,-6.836,-9.277,-132.812,0.000
1593356214.998,-164.062,-12.207,-18.555,-183.594,0.000
1593356215.002,-83.984,-19.043,-25.391,-119.629,0.000
1593356215.006,1.465,-22.949,-28.809,-46.387,0.000
1593356215.010,-20.508,-20.020,-23.926,-63.477,0.000
1593356215.014,-121.094,-16.113,-21.484,-151.367,0.000
1593356215.018,-169.922,-18.555,-23.438,-190.430,0.000
1593356215.021,-97.168,-14.160,-20.020,-134.766,0.000
1593356215.025,-12.695,-13.672,-25.879,-61.035,0.000
1593356215.029,-12.207,-18.555,-25.391,-43.457,0.000
1593356215.033,-113.770,-16.113,-17.090,-126.465,0.000
1593356215.037,-179.199,-14.648,-20.508,-194.336,0.000
1593356215.041,-115.234,-18.066,-28.809,-154.297,0.000
1593356215.045,-25.879,-17.090,-28.809,-77.637,0.000
1593356215.049,-11.719,-15.625,-25.879,-58.105,0.000
1593356215.053,-104.980,-12.695,-26.367,-144.043,0.000
1593356215.057,-186.035,-12.207,-30.273,-218.750,0.000
1593356215.061,-146.484,-14.648,-39.551,-195.312,0.000
1593356215.064,-40.527,-12.695,-41.016,-101.074,0.000
1593356215.068,-19.043,-13.184,-40.527,-65.430,0.000
1593356215.072,-130.371,-14.160,-36.621,-144.043,0.000
1593356215.076,-212.402,-16.602,-29.297,-214.355,0.000
1593356215.080,-169.922,-18.066,-32.715,-190.918,0.000
1593356215.084,-59.082,-16.602,-36.133,-94.238,0.000
1593356215.088,-30.273,-20.020,-35.645,-63.965,0.000
1593356215.092,-108.887,-16.602,-29.297,-129.883,0.000
1593356215.096,-165.039,-5.859,-15.625,-194.824,0.000
1593356215.100,-150.391,-9.277,-24.902,-191.895,0.000
1593356215.104,-57.129,-18.066,-31.250,-106.445,0.000
1593356215.107,-9.277,-20.996,-29.297,-60.059,0.000
1593356215.111,-89.355,-25.391,-34.180,-124.512,0.000
1593356215.115,-169.434,-24.902,-32.715,-199.707,0.000
1593356215.119,-153.809,-21.973,-31.738,-190.430,0.000
1593356215.123,-56.152,-28.809,-34.180,-115.723,0.000
1593356215.127,-16.602,-41.016,-39.551,-86.914,0.000
1593356215.131,-75.684,-37.109,-34.668,-120.605,0.000
1593356215.135,-153.809,-24.902,-26.855,-188.477,0.000
1593356215.139,-157.715,-22.461,-31.738,-205.566,0.000
1593356215.143,-59.570,-25.391,-43.945,-115.723,0.000
1593356215.146,-5.859,-34.668,-46.387,-70.801,0.000
1593356215.150,-58.105,-37.598,-38.086,-111.328,0.000
1593356215.154,-139.160,-29.297,-27.832,-167.480,0.000
1593356215.158,-141.602,-21.484,-25.391,-172.852,0.000
1593356215.162,-55.664,-26.367,-35.156,-104.004,0.000
1593356215.166,5.859,-31.738,-51.270,-53.223,0.000
1593356215.170,-19.043,-30.273,-45.898,-67.383,0.000
1593356215.174,-118.652,-27.832,-39.062,-143.066,0.000
1593356215.178,-143.066,-27.832,-31.738,-173.340,0.000
1593356215.182,-65.430,-26.855,-34.668,-109.863,0.000
1593356215.186,-1.953,-25.391,-43.945,-54.199,0.000
1593356215.189,-3.906,-24.414,-40.039,-43.945,0.000
1593356215.193,-89.844,-25.391,-37.598,-98.145,0.000
1593356215.197,-130.859,-20.508,-24.902,-126.465,0.000
1593356215.201,-70.801,-21.973,-30.762,-83.496,0.000
1593356215.205,-5.371,-29.297,-46.387,-31.250,0.000
1593356215.209,-10.742,-29.297,-40.039,-36.133,0.000
1593356215.213,-95.703,-22.461,-29.785,-106.934,0.000
1593356215.217,-139.160,-11.719,-22.949,-142.578,0.000
1593356215.221,-87.402,-18.555,-29.785,-115.234,0.000
1593356215.225,0.000,-19.531,-36.621,-46.875,0.000
1593356215.229,11.719,-15.625,-34.180,-24.414,0.000
1593356215.232,-77.148,-12.695,-28.320,-91.797,0.000
1593356215.236,-138.184,-10.254,-23.926,-139.648,0.000
1593356215.240,-97.656,-13.184,-30.762,-111.328,0.000
1593356215.244,-17.578,-21.484,-41.992,-45.410,0.000
1593356215.248,0.977,-25.879,-40.527,-18.555,0.000
1593356215.252,-71.289,-15.625,-27.832,-60.547,0.000
1593356215.256,-138.184,-9.766,-19.531,-112.793,0.000
1593356215.260,-124.512,-17.578,-26.855,-114.258,0.000
1593356215.264,-36.621,-20.020,-37.598,-44.922,0.000
1593356215.268,-1.465,-17.090,-42.969,-16.113,0.000
1593356215.271,-64.453,-13.672,-27.832,-67.871,0.000
1593356215.275,-140.137,-7.324,-22.461,-130.859,0.000
1593356215.279,-125.977,-5.859,-27.344,-130.859,0.000
1593356215.283,-32.715,-10.742,-27.832,-55.664,0.000
1593356215.287,10.742,-17.090,-31.250,-20.996,0.000
1593356215.291,-36.621,-13.672,-17.090,-52.734,0.000
1593356215.295,-123.535,-5.859,-10.254,-104.004,0.000
1593356215.299,-140.625,-9.277,-19.531,-130.371,0.000
1593356215.303,-38.086,-14.648,-17.578,-80.566,0.000
1593356215.307,26.367,-17.578,-14.648,-35.156,0.000
1593356215.311,-20.020,-15.625,-12.695,-51.758,0.000
1593356215.314,-111.816,-11.230,-9.277,-125.488,0.000
1593356215.318,-138.184,-13.672,-8.301,-154.297,0.000
1593356215.322,-48.828,-20.020,-15.137,-82.031,0.000
1593356215.326,22.949,-25.391,-25.879,-28.809,0.000
1593356215.330,-8.301,-23.438,-19.531,-44.922,0.000
1593356215.334,-105.469,-19.043,-13.672,-122.559,0.000
1593356215.338,-141.113,-17.090,-24.414,-167.480,0.000
1593356215.342,-71.289,-16.602,-28.809,-106.445,0.000
1593356215.346,2.930,-21.973,-22.461,-36.621,0.000
1593356215.350,-12.695,-24.902,-19.043,-31.738,0.000
1593356215.354,-121.094,-27.832,-19.043,-107.910,0.000
1593356215.357,-164.062,-25.879,-16.602,-162.598,0.000
1593356215.361,-95.703,-25.391,-21.973,-104.980,0.000
1593356215.365,-20.020,-31.250,-28.320,-36.621,0.000
1593356215.369,-18.555,-34.180,-27.344,-31.250,0.000
1593356215.373,-103.027,-28.809,-19.043,-92.285,0.000
1593356215.377,-146.484,-20.508,-12.207,-132.812,0.000
1593356215.381,-90.332,-17.578,-20.020,-104.980,0.000
1593356215.385,-9.766,-19.043,-20.020,-38.086,0.000
1593356215.389,-5.859,-18.555,-16.602,-25.879,0.000
1593356215.393,-109.375,-20.020,-19.531,-116.211,0.000
1593356215.396,-169.434,-19.531,-18.066,-174.805,0.000
1593356215.400,-117.188,-18.066,-16.113,-140.625,0.000
1593356215.404,-33.691,-20.996,-21.484,-69.336,0.000
1593356215.408,-21.484,-25.879,-28.809,-47.852,0.000
1593356215.412,-102.539,-25.879,-21.973,-99.121,0.000
1593356215.416,-176.758,-20.020,-18.555,-163.086,0.000
1593356215.420,-144.043,-18.066,-20.508,-150.391,0.000
1593356215.424,-43.457,-18.555,-25.879,-71.777,0.000
1593356215.428,-16.602,-19.043,-34.180,-48.340,0.000
1593356215.432,-91.797,-16.602,-31.250,-116.699,0.000
1593356215.436,-165.039,-12.207,-24.414,-163.574,0.000
1593356215.439,-137.695,-11.719,-17.090,-145.996,0.000
1593356215.443,-27.344,-14.648,-16.602,-57.617,0.000
1593356215.447,3.906,-16.113,-26.855,-16.113,0.000
1593356215.451,-59.570,-11.719,-22.461,-78.613,0.000
1593356215.455,-132.324,-4.883,-17.090,-152.832,0.000
1593356215.459,-121.094,0.488,-16.113,-147.949,0.000
1593356215.463,-24.902,-8.301,-28.809,-62.012,0.000
1593356215.467,15.137,-18.066,-38.574,-12.207,0.000
1593356215.471,-28.809,-16.113,-24.414,-49.316,0.000
1593356215.475,-110.352,-15.625,-21.484,-126.953,0.000
1593356215.479,-125.488,-12.207,-23.438,-143.066,0.000
1593356215.482,-53.711,-17.090,-36.133,-74.707,0.000
1593356215.486,-3.418,-26.367,-41.504,-22.949,0.000
1593356215.490,-37.109,-25.879,-32.715,-47.363,0.000
1593356215.494,-119.141,-20.020,-30.273,-118.164,0.000
1593356215.498,-130.371,-11.719,-21.484,-113.281,0.000
1593356215.502,-61.523,-17.578,-30.273,-54.199,0.000
1593356215.506,-9.766,-21.484,-40.527,-17.578,0.000
1593356215.510,-27.832,-22.949,-34.180,-17.578,0.000
1593356215.514,-107.422,-20.508,-21.973,-89.844,0.000
1593356215.518,-141.113,-10.742,-15.625,-126.465,0.000
1593356215.521,-80.566,-15.137,-29.785,-76.660,0.000
1593356215.525,-16.113,-20.508,-44.922,-31.738,0.000
1593356215.529,-25.879,-15.625,-43.457,-40.527,0.000
1593356215.533,-100.586,-9.277,-28.809,-97.168,0.000
1593356215.537,-143.066,-7.324,-25.391,-131.836,0.000
1593356215.541,-99.609,-16.602,-40.527,-99.121,0.000
1593356215.545,-25.879,-20.996,-49.805,-43.457,0.000
1593356215.549,-15.625,-14.648,-47.363,-25.391,0.000
1593356215.553,-89.844,-11.719,-36.133,-72.754,0.000
1593356215.557,-155.762,-12.207,-33.203,-123.535,0.000
1593356215.561,-117.188,-10.742,-40.527,-99.609,0.000
1593356215.564,-23.926,-11.719,-42.480,-13.672,0.000
1593356215.568,-17.578,-16.113,-50.293,0.000,0.000
1593356215.572,-85.449,-5.859,-39.062,-70.801,0.000
1593356215.576,-139.648,1.953,-27.344,-119.629,0.000
1593356215.580,-121.094,0.000,-41.016,-126.953,0.000
1593356215.584,-46.875,-2.441,-48.828,-81.055,0.000
1593356215.588,-18.555,-3.906,-42.480,-41.504,0.000
1593356215.592,-89.355,1.465,-34.180,-77.637,0.000
1593356215.596,-164.551,3.906,-31.250,-143.555,0.000
1593356215.600,-153.320,2.930,-36.621,-131.836,0.000
1593356215.604,-65.918,0.000,-43.457,-55.664,0.000
1593356215.607,-11.230,1.465,-37.598,-10.254,0.000
1593356215.611,-67.383,9.277,-22.461,-43.945,0.000
1593356215.615,-153.320,15.137,-20.996,-127.441,0.000
1593356215.619,-153.809,10.742,-28.809,-150.879,0.000
1593356215.623,-63.477,3.418,-40.039,-85.938,0.000
1593356215.627,-6.836,0.488,-38.086,-32.715,0.000
1593356215.631,-55.176,7.812,-24.902,-54.199,0.000
1593356215.635,-142.578,5.859,-26.367,-127.441,0.000
1593356215.639,-156.250,-2.930,-31.738,-151.367,0.000
1593356215.643,-80.078,-3.906,-44.434,-89.844,0.000
1593356215.646,-17.090,-5.371,-41.992,-28.320,0.000
1593356215.650,-61.523,-8.301,-37.109,-52.246,0.000
1593356215.654,-150.879,-3.418,-36.621,-131.348,0.000
1593356215.658,-164.551,-1.953,-36.133,-154.785,0.000
1593356215.662,-90.332,-5.371,-42.969,-103.027,0.000
1593356215.666,-13.672,-4.883,-40.039,-35.645,0.000
1593356215.670,-40.527,-8.301,-36.621,-48.340,0.000
1593356215.674,-147.949,-10.742,-37.109,-134.277,0.000
1593356215.678,-175.293,-3.906,-33.691,-162.109,0.000
1593356215.682,-93.750,-1.953,-35.156,-106.934,0.000
1593356215.686,-16.602,-2.930,-40.527,-39.551,0.000
1593356215.689,-35.645,-4.883,-37.598,-60.059,0.000
1593356215.693,-120.605,-2.441,-27.344,-125.000,0.000
1593356215.697,-153.809,0.000,-24.902,-151.367,0.000
1593356215.701,-91.797,-8.789,-32.227,-105.957,0.000
1593356215.705,-10.742,-14.160,-39.062,-29.785,0.000
1593356215.709,-17.090,-8.789,-42.969,-32.227,0.000
1593356215.713,-107.422,0.488,-38.086,-121.582,0.000
1593356215.717,-164.062,1.465,-33.691,-163.574,0.000
1593356215.721,-104.492,-1.953,-39.551,-104.980,0.000
1593356215.725,-9.277,-11.230,-43.457,-19.043,0.000
1593356215.729,-7.812,-14.648,-46.875,-15.137,0.000
1593356215.732,-86.426,1.465,-34.180,-79.102,0.000
1593356215.736,-145.508,6.348,-32.227,-134.277,0.000
1593356215.740,-102.539,7.324,-42.480,-101.074,0.000
1593356215.744,-14.648,3.906,-46.875,-16.113,0.000
1593356215.748,4.883,-2.930,-45.410,-5.859,0.000
1593356215.752,-66.895,3.906,-26.855,-64.941,0.000
1593356215.756,-139.648,10.254,-25.879,-121.582,0.000
1593356215.760,-107.422,8.301,-31.738,-106.445,0.000
1593356215.764,-17.578,8.301,-37.109,-35.156,0.000
1593356215.768,-0.488,2.930,-49.805,-12.695,0.000
1593356215.771,-72.266,1.465,-42.480,-69.824,0.000
1593356215.775,-133.301,6.836,-33.203,-129.395,0.000
1593356215.779,-116.211,8.789,-36.621,-114.258,0.000
1593356215.783,-41.992,5.371,-42.480,-41.504,0.000
1593356215.787,3.418,-2.441,-41.992,8.301,0.000
1593356215.791,-54.688,1.465,-30.273,-20.996,0.000
1593356215.795,-134.766,10.742,-20.508,-84.473,0.000
1593356215.799,-127.930,11.230,-23.438,-84.473,0.000
1593356215.803,-45.410,5.859,-36.133,-31.738,0.000
1593356215.807,4.883,3.906,-40.039,6.836,0.000
1593356215.811,-43.457,7.812,-34.180,-16.113,0.000
1593356215.814,-126.465,9.766,-27.832,-89.844,0.000
1593356215.818,-138.184,8.301,-25.391,-115.723,0.000
1593356215.822,-68.359,1.953,-35.645,-56.152,0.000
1593356215.826,-2.441,1.953,-31.738,11.719,0.000
1593356215.830,-30.273,4.395,-25.879,-1.953,0.000
1593356215.834,-108.887,2.930,-22.949,-68.848,0.000
1593356215.838,-134.277,1.465,-25.391,-95.215,0.000
1593356215.842,-66.406,2.930,-32.715,-39.062,0.000
1593356215.846,9.766,4.395,-29.297,32.715,0.000
1593356215.850,-21.973,0.000,-26.855,22.461,0.000
1593356215.854,-104.980,0.488,-22.461,-37.598,0.000
1593356215.857,-150.879,0.488,-30.762,-81.055,0.000
1593356215.861,-105.957,-4.883,-45.410,-55.176,0.000
1593356215.865,-13.184,-0.977,-39.062,33.203,0.000
1593356215.869,-11.719,0.000,-28.809,37.598,0.000
1593356215.873,-105.957,-0.977,-25.879,-58.105,0.000
1593356215.877,-158.203,0.000,-24.902,-112.305,0.000
1593356215.881,-109.863,-2.441,-28.809,-71.777,0.000
1593356215.885,-16.602,-6.348,-33.203,16.602,0.000
1593356215.889,-25.879,-6.836,-29.785,18.066,0.000
1593356215.893,-109.375,-7.812,-32.715,-54.199,0.000
1593356215.896,-52.734,-12.695,-39.062,-4.395,0.000
1593356215.900,-7.812,-13.672,-31.738,55.664,0.000
1593356215.904,-96.680,-14.160,-21.973,0.977,0.000
1593356215.908,-180.176,-13.672,-28.809,-76.660,0.000
1593356215.912,-144.531,-8.789,-30.273,-80.566,0.000
1593356215.916,-56.641,-10.742,-35.645,-12.207,0.000
1593356215.920,-17.090,-17.090,-35.156,37.598,0.000
1593356215.924,-71.289,-15.137,-20.996,3.906,0.000
1593356215.928,-151.367,-6.348,-23.438,-60.547,0.000
1593356215.932,-134.277,-3.418,-24.414,-61.523,0.000
1593356215.936,-39.551,-6.836,-26.367,8.301,0.000
1593356215.939,20.508,-5.859,-22.461,63.965,0.000
1593356215.943,-48.828,-6.348,-16.602,14.648,0.000
1593356215.947,-148.926,-6.836,-20.508,-83.008,0.000
1593356215.951,-145.996,-6.348,-27.344,-91.309,0.000
1593356215.955,-55.176,-15.137,-32.715,-24.414,0.000
1593356215.959,4.883,-20.508,-29.785,22.461,0.000
1593356215.963,-52.246,-17.090,-26.367,-12.207,0.000
1593356215.967,-135.742,-7.812,-18.555,-84.961,0.000
1593356215.971,-143.066,-5.371,-24.902,-108.887,0.000
1593356215.975,-44.434,-7.812,-34.668,-50.293,0.000
1593356215.979,22.949,-7.324,-31.250,9.277,0.000
1593356215.982,-24.414,-8.301,-26.367,-13.184,0.000
1593356215.986,-110.840,-7.812,-19.043,-90.820,0.000
1593356215.990,-147.461,-13.184,-28.320,-125.488,0.000
1593356215.994,-63.477,-14.648,-38.086,-57.129,0.000
1593356215.998,28.320,-4.395,-31.738,20.996,0.000
1593356216.002,-7.324,-3.418,-32.715,-8.789,0.000
1593356216.006,-104.980,-2.441,-26.367,-90.332,0.000
1593356216.010,-146.973,-4.395,-30.762,-131.836,0.000
1593356216.014,-81.055,-10.742,-40.039,-80.566,0.000
1593356216.018,0.000,-7.812,-39.551,-8.789,0.000
1593356216.021,-17.578,-7.812,-41.504,-7.812,0.000
1593356216.025,-106.934,-0.977,-32.227,-69.824,0.000
1593356216.029,-154.785,0.000,-24.902,-107.422,0.000
1593356216.033,-83.496,-9.766,-27.344,-61.035,0.000
1593356216.037,-13.672,-17.090,-38.574,-7.324,0.000
1593356216.041,-29.297,-17.578,-45.898,-17.090,0.000
1593356216.045,-108.887,-14.648,-40.527,-80.078,0.000
1593356216.049,-166.016,-13.184,-35.645,-133.789,0.000
1593356216.053,-112.793,-9.766,-34.180,-100.586,0.000
1593356216.057,-32.227,-12.695,-39.551,-23.926,0.000
1593356216.061,-22.949,-17.578,-41.992,-13.672,0.000
1593356216.064,-101.562,-18.555,-36.133,-76.660,0.000
1593356216.068,-156.250,-16.113,-27.344,-111.816,0.000
1593356216.072,-117.188,-12.695,-30.273,-81.055,0.000
1593356216.076,-39.062,-12.695,-40.527,-20.996,0.000
1593356216.080,-1.953,-8.789,-36.621,12.695,0.000
1593356216.084,-72.754,-3.906,-25.391,-34.180,0.000
1593356216.088,-141.602,-1.953,-17.578,-81.055,0.000
1593356216.092,-117.188,-4.395,-22.461,-76.660,0.000
1593356216.096,-41.992,-9.766,-35.645,-25.879,0.000
1593356216.100,-3.906,-8.789,-35.645,17.578,0.000
1593356216.104,-75.684,-8.789,-26.367,-42.480,0.000
1593356216.107,-145.996,-1.953,-15.137,-112.305,0.000
1593356216.111,-125.977,1.465,-20.020,-99.609,0.000
1593356216.115,-61.523,-15.137,-46.387,-53.223,0.000
1593356216.119,-8.789,-19.531,-49.316,-10.742,0.000
1593356216.123,-61.523,-12.207,-36.621,-54.199,0.000
1593356216.127,-134.277,-7.812,-22.461,-125.000,0.000
1593356216.131,-130.371,-6.348,-22.461,-145.508,0.000
1593356216.135,-52.246,-10.742,-38.086,-100.586,0.000
1593356216.139,0.000,-12.207,-36.133,-45.410,0.000
1593356216.143,-43.457,-4.883,-23.438,-69.336,0.000
1593356216.146,-111.816,1.465,-15.625,-123.535,0.000
1593356216.150,-144.043,4.883,-26.855,-153.320,0.000
1593356216.154,-68.848,0.000,-38.086,-94.238,0.000
1593356216.158,10.254,-3.906,-37.598,-16.113,0.000
1593356216.162,-20.508,4.395,-34.180,-32.715,0.000
1593356216.166,-107.910,4.883,-28.809,-112.305,0.000
1593356216.170,-140.625,0.488,-27.832,-146.973,0.000
1593356216.174,-60.547,-2.441,-29.785,-76.660,0.000
1593356216.178,9.766,-5.371,-31.738,-7.324,0.000
1593356216.182,-13.672,-8.301,-26.855,-9.277,0.000
1593356216.186,-93.750,-5.859,-14.648,-72.266,0.000
1593356216.189,-151.367,-1.465,-19.531,-125.000,0.000
1593356216.193,-89.355,-3.906,-30.273,-91.797,0.000
1593356216.197,-7.324,-6.836,-35.156,-34.668,0.000
1593356216.201,-14.648,-9.277,-29.297,-28.320,0.000
1593356216.205,-101.074,-3.418,-18.555,-86.426,0.000
1593356216.209,-158.203,0.977,-17.090,-133.789,0.000
1593356216.213,-95.215,-1.465,-16.602,-89.844,0.000
1593356216.217,-14.648,-4.883,-18.555,-13.184,0.000
1593356216.221,-5.371,-8.789,-16.113,8.789,0.000
1593356216.225,-91.309,-5.371,-9.277,-66.406,0.000
1593356216.229,-163.086,-2.930,-11.719,-135.742,0.000
1593356216.232,-119.629,-8.789,-16.602,-119.629,0.000
1593356216.236,-32.227,-15.137,-18.555,-56.641,0.000
1593356216.240,3.418,-13.184,-12.695,-5.371,0.000
1593356216.244,-73.730,-14.160,-10.254,-66.406,0.000
1593356216.248,-149.414,-12.207,-10.254,-150.391,0.000
1593356216.252,-123.535,-8.301,-11.719,-135.254,0.000
1593356216.256,-39.551,-10.254,-21.973,-67.383,0.000
1593356216.260,-3.906,-13.184,-20.996,-46.387,0.000
1593356216.264,-72.266,-11.719,-17.090,-104.492,0.000
1593356216.268,-135.742,-4.395,-16.602,-153.320,0.000
1593356216.271,-129.883,0.000,-24.414,-145.996,0.000
1593356216.275,-51.758,-1.953,-34.180,-84.961,0.000
1593356216.279,-8.301,-1.953,-33.691,-51.270,0.000
1593356216.283,-79.102,-5.859,-29.785,-97.656,0.000
